ID,Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source
T,ELEC,AC Hotel Chicago Downtown - Tesla Destination,630 N Rush St,,Chicago,IL,60611,Public,24 hours daily; for Tesla use only; for customer use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,41.89334,-87.625621,5/9/2019,114163,2019-05-14 21:16:45 UTC,P,,,10/1/15,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,
T,ELEC,640 N LaSalle Parking Garage - Tesla Destination,640 N LaSalle St,,Chicago,IL,60654,Public,24 hours daily; for Tesla use only; pay lot,,,,,,6,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.893593,-87.633408,5/9/2019,114164,2019-05-14 21:16:45 UTC,P,,,4/1/18,,,,,TESLA,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,Free,,,,,,,,,
T,ELEC,Park Hyatt Chicago - Tesla Destination,800 N Michigan Ave,,Chicago,IL,60611,Public,24 hours daily; for Tesla use only; for customer use only; see valet for access,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,41.896829,-87.624502,5/9/2019,114165,2019-05-14 21:16:45 UTC,P,,,8/1/15,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,
T,ELEC,Wyndham Chicago O'Hare - Tesla Destination,1450 Touhy Ave,,Des Plaines,IL,60018,Public,24 hours daily; for Tesla use only; for customer use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.010461,-87.886997,5/9/2019,114167,2019-05-14 21:16:45 UTC,P,,,11/1/18,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,
T,ELEC,Comfort Inn O'Hare - Convention Center - Tesla Destination,2175 Touhy Ave,,Des Plaines,IL,60018,Public,24 hours daily; for Tesla use only; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,42.007723,-87.949952,5/9/2019,114168,2019-05-14 21:16:45 UTC,P,,,9/1/17,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,
T,ELEC,Best Western O'Hare North/Elk Grove Hotel - Tesla Destination,100 Busse Rd,,Elk Grove Village,IL,60007,Public,24 hours daily; for Tesla use only; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,42.023957,-87.960192,5/9/2019,114171,2019-05-14 21:16:45 UTC,P,,,4/1/18,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,
T,ELEC,Holiday Inn Chicago-Elk Grove - Tesla Destination,1000 Busse Rd,,Elk Grove Village,IL,60007,Public,24 hours daily; for Tesla use only; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,42.011337,-87.95999,5/9/2019,114172,2019-05-14 21:16:45 UTC,P,,,11/1/18,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,
T,ELEC,Super 8 O'Hare Elk Grove - Tesla Destination,2951 Touhy Ave,,Elk Grove Village,IL,60007,Public,24 hours daily; for Tesla use only; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,42.007905,-87.935927,5/9/2019,114173,2019-05-14 21:16:45 UTC,P,,,11/1/18,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,
T,ELEC,Clarion Inn Elmhurst - Oakbrook - Tesla Destination,933 S Riverside Dr,,Elmhurst,IL,60126,Public,24 hours daily; for Tesla use only; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.870091,-87.956966,5/9/2019,114174,2019-05-09 14:33:40 UTC,P,,,9/1/17,,,,,TESLA,US,,,,Public,,public,,,INN,,,,,,,Free,,,,,,,,,
T,ELEC,"Stone Terrace, a Select Registry Property - Tesla Destination",1622 Forest Pl,,Evanston,IL,60201,Public,24 hours daily; for Tesla use only; for customer use only; see front desk for access,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.045699,-87.674312,5/9/2019,114175,2019-05-14 21:16:45 UTC,P,,,9/1/17,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,
T,ELEC,Hilton Orrington/Evanston - Tesla Destination,1710 Orrington Ave,,Evanston,IL,60201,Public,24 hours daily; for Tesla use only; for customer use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.04876,-87.680655,5/9/2019,114176,2019-05-14 21:16:45 UTC,P,,,4/1/18,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,
T,ELEC,R Place - Tesla Destination,1527 Harlem Ave,,Forest Park,IL,60130,Public,24 hours daily; for Tesla use only; for customer use only,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.858383,-87.804311,5/9/2019,114177,2019-05-14 21:16:45 UTC,P,,,4/1/18,,,,,TESLA,US,,,,Public,,public,,,RESTAURANT,,,,,,,Free,,,,,,,,,
T,ELEC,Culver's of Galena - Tesla Destination,11371 Oldenburg Ln,,Galena,IL,61036,Public,24 hours daily; for Tesla use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.43626,-90.4504,5/9/2019,114178,2019-05-14 21:16:45 UTC,P,,,6/1/16,,,,,TESLA,US,,,,Public,,public,,,RESTAURANT,,,,,,,Free,,,,,,,,,
T,ELEC,Galena Brewing Co - Tesla Destination,226 N Commerce St,,Galena,IL,61036,Public,24 hours daily; for Tesla use only; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.416779,-90.426016,5/9/2019,114179,2019-05-14 21:16:45 UTC,P,,,9/1/15,,,,,TESLA,US,,,,Public,,public,,,BREWERY_DISTILLERY_WINERY,,,,,,,Free,,,,,,,,,
T,ELEC,Chestnut Mountain Resort - Tesla Destination,2577 South Blanding,,Galena,IL,61036,Public,24 hours daily; for Tesla use only; for customer use only; see front desk for access,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,42.318736,-90.393536,5/9/2019,114180,2019-05-14 21:16:45 UTC,P,,,10/1/15,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,
T,ELEC,Jail Hill Inn - Tesla Destination,319 Meeker St,,Galena,IL,61036,Public,24 hours daily; for Tesla use only; for customer use only; see front desk for access,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.41892,-90.425857,5/9/2019,114181,2019-05-09 14:33:40 UTC,P,,,1/1/16,,,,,TESLA,US,,,,Public,,public,,,INN,,,,,,,Free,,,,,,,,,
T,ELEC,Eagle Ridge Resort & Spa - Tesla Destination,444 Eagle Ridge Dr,,Galena,IL,61036,Public,24 hours daily; for Tesla use only; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.405437,-90.338082,5/9/2019,114182,2019-05-14 21:16:45 UTC,P,,,11/1/18,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,
T,ELEC,Goldmoor Inn & Resort - Tesla Destination,9001 N Sand Hill Rd,,Galena,IL,61036,Public,24 hours daily; for Tesla use only; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.333844,-90.396761,5/9/2019,114183,2019-05-09 14:33:40 UTC,P,,,8/1/15,,,,,TESLA,US,,,,Public,,public,,,INN,,,,,,,Free,,,,,,,,,
T,ELEC,The Herrington Inn and Spa - Tesla Destination,15 S River Ln,,Geneva,IL,60134,Public,24 hours daily; for Tesla use only; for customer use only; see front desk for access,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.886464,-88.303574,5/9/2019,114184,2019-05-09 14:33:40 UTC,P,,,8/1/15,,,,,TESLA,US,,,,Public,,public,,,INN,,,,,,,Free,,,,,,,,,
T,ELEC,Delta Hotels by Marriott Chicago North Shore Suites - Tesla Destination,1400 Milwaukee Ave,,Glenview,IL,60025,Public,24 hours daily; for Tesla use only; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,42.080709,-87.864343,5/9/2019,114185,2019-05-14 21:16:45 UTC,P,,,11/1/18,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,
T,ELEC,Shawnee Forest Cabins - Tesla Destination,745 Garden of Gods,,Herod,IL,62947,Public - Call ahead,24 hours daily; for Tesla use only; for customer use only,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,37.581201,-88.365961,5/9/2019,114186,2019-05-14 21:16:45 UTC,P,,,9/1/17,,,,,TESLA,US,,,,Public - Appeler à l'avance,,public,CALL,,HOTEL,,,,,,,Free,,,,,,,,,
T,ELEC,La Banque Hotel - Tesla Destination,2034 Ridge Rd,,Homewood,IL,60430,Public,24 hours daily; for Tesla use only; see front desk for access,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.561297,-87.667064,5/9/2019,114187,2019-05-14 21:16:45 UTC,P,,,4/1/16,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,
T,ELEC,Hunter Douglas Metals - Tesla Destination,915 W 175th St,,Homewood,IL,60430,Public,24 hours daily; for Tesla use only; for customer use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.571198,-87.639075,5/9/2019,114188,2019-05-14 21:16:45 UTC,P,,,11/1/18,,,,,TESLA,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,Free,,,,,,,,,
T,ELEC,Eaglewood Resort & Spa - Tesla Destination,1401 Nordic Rd,,Itasca,IL,60143,Public,24 hours daily; for Tesla use only; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.960502,-88.036797,5/9/2019,114189,2019-05-14 21:16:45 UTC,P,,,4/1/18,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,
T,ELEC,Pig Minds Brewing Co. - Tesla Destination,4080 Steele Dr,,Machesney Park,IL,61115,Public,24 hours daily; for Tesla use only; for customer use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.369494,-89.020041,5/9/2019,114190,2019-05-14 21:16:45 UTC,P,,,11/1/18,,,,,TESLA,US,,,,Public,,public,,,BREWERY_DISTILLERY_WINERY,,,,,,,Free,,,,,,,,,
T,ELEC,Makanda Inn & Cottages - Tesla Destination,855 Old Lower Cobden Rd,,Makanda,IL,62958,Public,24 hours daily; for Tesla use only; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,37.610173,-89.21006,5/9/2019,114191,2019-05-14 21:16:45 UTC,P,,,9/1/17,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,
T,ELEC,Comfort Suites Mount Vernon - Tesla Destination,404 S 44th St,,Mt. Vernon,IL,62864,Public,24 hours daily; for Tesla use only; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.311129,-88.947069,5/9/2019,114192,2019-05-14 21:16:45 UTC,P,,,9/1/17,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,
T,ELEC,Hotel Indigo Naperville Riverwalk - Tesla Destination,120 Water St,,Naperville,IL,60540,Public,24 hours daily; for Tesla use only; for customer use only; see front desk for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.770625,-88.150521,5/9/2019,114193,2019-05-14 21:16:45 UTC,P,,,4/1/18,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,
T,ELEC,Wildwood Tavern - Tesla Destination,6480 W Touhy,,Niles,IL,60714,Public,24 hours daily; for Tesla use only; for customer use only,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,42.012218,-87.787665,5/9/2019,114195,2019-05-14 21:16:45 UTC,P,,,3/1/17,,,,,TESLA,US,,,,Public,,public,,,RESTAURANT,,,,,,,Free,,,,,,,,,
T,ELEC,Advantage Kitchen & Bath Gallery - Tesla Destination,7850 N. Milwaukee Ave,,Niles,IL,60714,Public,24 hours daily; for Tesla use only; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.023939,-87.813096,5/9/2019,114196,2019-05-14 21:16:45 UTC,P,,,3/1/16,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,,,,,,,,,
T,ELEC,My Place Hotel - North Aurora - Tesla Destination,1000 Kilbery Ln,,North Aurora,IL,60542,Public,24 hours daily; for Tesla use only; for customer use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,41.816587,-88.347991,5/9/2019,114197,2019-05-14 21:16:45 UTC,P,,,11/1/18,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,
T,ELEC,Hardware Gastro Pub - Tesla Destination,2000 W Orchard Rd,,North Aurora,IL,60542,Public,24 hours daily; for Tesla use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,41.817455,-88.350806,5/9/2019,114198,2019-05-14 21:16:45 UTC,P,,,9/1/16,,,,,TESLA,US,,,,Public,,public,,,RESTAURANT,,,,,,,Free,,,,,,,,,
T,ELEC,Oak Brook Public Library - Tesla Destination,600 Oak Brook Rd,,Oak Brook,IL,60523,Public,24 hours daily; for Tesla use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,41.832987,-87.937877,5/9/2019,114199,2019-05-14 21:16:45 UTC,P,,,11/1/18,,,,,TESLA,US,,,,Public,,public,,,LIBRARY,,,,,,,Free,,,,,,,,,
T,ELEC,Village of Oak Brook - Soccer Club Lot - Tesla Destination,700 Oak Brook Rd,,Oak Brook,IL,60523,Public,24 hours daily; for Tesla use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,41.832968,-87.938653,5/9/2019,114200,2019-05-14 21:16:45 UTC,P,,,11/1/18,,,,,TESLA,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,
T,ELEC,Quality Inn Georgio's Banquets - Tesla Destination,8800 W 159th St,,Orland Park,IL,60462,Public,24 hours daily; for Tesla use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.602623,-87.832469,5/9/2019,114201,2019-05-14 21:16:45 UTC,P,,,5/1/16,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,
T,ELEC,One Technology Plaza Paking Deck - Tesla Destination,222 SW Adams St,,Peoria,IL,61602,Public,24 hours daily; for Tesla use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.690357,-89.590994,5/9/2019,114202,2019-05-14 21:16:45 UTC,P,,,5/1/16,,,,,TESLA,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,Free,,,,,,,,,
T,ELEC,Machine Shed Restaurant Rockford - Tesla Destination,7475 E State St,,Rockford,IL,61108,Public,24 hours daily; for Tesla use only; for customer use only,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,42.27004,-88.97053,5/9/2019,114203,2019-05-14 21:16:45 UTC,P,,,11/1/18,,,,,TESLA,US,,,,Public,,public,,,RESTAURANT,,,,,,,Free,,,,,,,,,
T,ELEC,Thunder Bay Grille Rockford - Tesla Destination,7652 Potawatomi Trl,,Rockford,IL,61107,Public,24 hours daily; for Tesla use only; for customer use only,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.271572,-88.968063,5/9/2019,114204,2019-05-14 21:16:45 UTC,P,,,11/1/18,,,,,TESLA,US,,,,Public,,public,,,RESTAURANT,,,,,,,Free,,,,,,,,,
T,ELEC,Loews Chicago O'Hare - Tesla Destination,5300 N River Rd,,Rosemont,IL,60018,Public,24 hours daily; for Tesla use only; for customer use only; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.97427,-87.863541,5/9/2019,114205,2019-05-14 21:16:45 UTC,P,,,9/1/15,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,
T,ELEC,Hyatt Regency O'Hare - Tesla Destination,9300 Bryn Mawr Ave,,Rosemont,IL,60018,Public,24 hours daily; for Tesla use only; for customer use only; see valet for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,41.980877,-87.857947,5/9/2019,114206,2019-05-14 21:16:45 UTC,P,,,2/1/16,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,
T,ELEC,Holiday Inn Express and Suites Salem - Tesla Destination,102 Holiday Ln,,Salem,IL,62881,Public,24 hours daily; for Tesla use only; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,38.623,-88.970418,5/9/2019,114207,2019-05-14 21:16:45 UTC,P,,,9/1/17,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,
T,ELEC,Fairfield Inn & Suites by Marriott Chicago - Tesla Destination,700 National Pkwy,,Schaumburg,IL,60173,Public,24 hours daily; for Tesla use only; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.041576,-88.051074,5/9/2019,114208,2019-05-14 21:16:45 UTC,P,,,11/1/18,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,
T,ELEC,Homewood Suites Chicago-Schaumburg - Tesla Destination,815 American Ln,,Schaumburg,IL,60173,Public,24 hours daily; for Tesla use only; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.047387,-88.058894,5/9/2019,114209,2019-05-14 21:16:45 UTC,P,,,4/1/18,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,
T,ELEC,Four Points by Sheraton Chicago O'Hare Airport - Tesla Destination,10249 W Irving Park Rd,,Schiller Park,IL,60176,Public,24 hours daily; for Tesla use only; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,41.956862,-87.882949,5/9/2019,114210,2019-05-14 21:16:45 UTC,P,,,11/1/18,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,
T,ELEC,Mantra by Indian Garden - Tesla Destination,9438 W Irving Park Rd,,Schiller Park,IL,60176,Public,24 hours daily; for Tesla use only; for customer use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.954628,-87.862528,5/9/2019,114211,2019-05-14 21:16:45 UTC,P,,,11/1/18,,,,,TESLA,US,,,,Public,,public,,,RESTAURANT,,,,,,,Free,,,,,,,,,
T,ELEC,Wingate by Wyndham Tinley Park - Tesla Destination,18421 N Creek Dr,,Tinley Park,IL,60477,Public,24 hours daily; for Tesla use only; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,41.55705,-87.795907,5/9/2019,114212,2019-05-14 21:16:45 UTC,P,,,9/1/17,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,
T,ELEC,Waukegan National Airport - Tesla Destination,2601 W Plane Rest Dr,,Waukegan,IL,60087,Public,24 hours daily; for Tesla use only; for customer use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,42.416548,-87.8673,5/9/2019,114213,2019-05-14 21:16:45 UTC,P,,,11/1/18,,,,,TESLA,US,,,,Public,,public,,,AIRPORT,,,,,,,Free,,,,,,,,,
T,ELEC,Waukegan Harbor & Marina - Tesla Destination,27 E Madison Ave,,Waukegan,IL,60185,Public,24 hours daily; for Tesla use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,42.3605363,-87.8251019,5/9/2019,114214,2019-05-14 21:16:45 UTC,P,,,9/1/17,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,
T,ELEC,St. Andrews Golf Club - Tesla Destination,2241 IL-59,,West Chicago,IL,60185,Public,24 hours daily; for Tesla use only; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,41.921915,-88.208524,5/9/2019,114215,2019-05-14 21:16:45 UTC,P,,,4/1/18,,,,,TESLA,US,,,,Public,,public,,,REC_SPORTS_FACILITY,,,,,,,Free,,,,,,,,,
T,ELEC,Hoosier Park Racing and Casino - Tesla Destination,4500 Dan Patch Cir,,Anderson,IN,46013,Public,24 hours daily; for Tesla use only; for customer use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.06821,-85.64097,5/9/2019,114216,2019-05-14 21:16:45 UTC,P,,,11/1/16,,,,,TESLA,US,,,,Public,,public,,,OTHER_ENTERTAINMENT,,,,,,,Free,,,,,,,,,
T,ELEC,"Potawatomi Inn, Pokagon State Park - Tesla Destination",6 Ln 100A Lake James,,Angola,IN,46703,Public,24 hours daily; for Tesla use only; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,41.704102,-85.021923,5/9/2019,114217,2019-05-09 14:33:40 UTC,P,,,12/15/16,,,,,TESLA,US,,,,Public,,public,,,INN,,,,,,,Free,,,,,,,,,
T,ELEC,Grant Street Inn - Tesla Destination,310 N Grant St,,Bloomington,IN,47408,Public,24 hours daily; for Tesla use only; for customer use only; see front desk for access,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,39.16898,-86.529472,5/9/2019,114218,2019-05-09 14:33:40 UTC,P,,,11/1/15,,,,,TESLA,US,,,,Public,,public,,,INN,,,,,,,Free,,,,,,,,,
T,ELEC,Joseph Decuis Farmstead - Tesla Destination,6756 E 900 S,,Columbia City,IN,46725,Public,24 hours daily; for Tesla use only; for customer use only; see front desk for access,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.034263,-85.360042,5/9/2019,114219,2019-05-14 21:16:45 UTC,P,,,12/1/15,,,,,TESLA,US,,,,Public,,public,,,RESTAURANT,,,,,,,Free,,,,,,,,,
T,ELEC,Beef House Restaurant - Tesla Destination,16501 N State Rd 63,,Covington,IN,47932,Public,24 hours daily; for Tesla use only; for customer use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.123537,-87.457801,5/9/2019,114220,2019-05-14 21:16:45 UTC,P,,,3/1/17,,,,,TESLA,US,,,,Public,,public,,,RESTAURANT,,,,,,,Free,,,,,,,,,
T,ELEC,Fair Oaks Farms - Tesla Destination,856 N 600 E,,Fair Oaks,IN,47943,Public,24 hours daily; for Tesla use only; for customer use only; see front desk for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.010271,-87.278183,5/9/2019,114221,2019-05-14 21:16:45 UTC,P,,,9/1/17,,,,,TESLA,US,,,,Public,,public,,,GROCERY,,,,,,,Free,,,,,,,,,
T,ELEC,Bakerstreet Steakhouse - Tesla Destination,4820 N Clinton St,,Fort Wayne,IN,46825,Public,24 hours daily; for Tesla use only; for customer use only,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.121992,-85.12583,5/9/2019,114222,2019-05-14 21:16:45 UTC,P,,,3/1/17,,,,,TESLA,US,,,,Public,,public,,,RESTAURANT,,,,,,,Free,,,,,,,,,
T,ELEC,Casa! Ristorante - Tesla Destination,7545 W Jefferson Blvd,,Fort Wayne,IN,46804,Public,24 hours daily; for Tesla use only; for customer use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,41.043377,-85.239141,5/9/2019,114224,2019-05-14 21:16:45 UTC,P,,,10/1/18,,,,,TESLA,US,,,,Public,,public,,,RESTAURANT,,,,,,,Free,,,,,,,,,
T,ELEC,French Lick Resort - Tesla Destination,8670 Hwy 56,,French Lick,IN,47432,Public,24 hours daily; for Tesla use only; for customer use only; see valet for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,38.552164,-86.61859,5/9/2019,114225,2019-05-14 21:16:45 UTC,P,,,10/1/15,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,
T,ELEC,New Oberpfalz Brewing - Tesla Destination,121 E Main St.,,Griffith,IN,46319,Public,24 hours daily; for Tesla use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.522509,-87.426853,5/9/2019,114226,2019-05-14 21:16:45 UTC,P,,,8/15/16,,,,,TESLA,US,,,,Public,,public,,,BREWERY_DISTILLERY_WINERY,,,,,,,Free,,,,,,,,,
T,ELEC,Union Station Garage - Tesla Destination,301 S Meridian St,,Indianapolis,IN,46225,Public,24 hours daily; for Tesla use only; pay lot,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,39.762431,-86.157673,5/9/2019,114227,2019-05-14 21:16:45 UTC,P,,,11/1/18,,,,,TESLA,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,Free,,,,,,,,,
T,ELEC,Merchants Garage - Tesla Destination,31 S Meridian St,,Indianapolis,IN,46204,Public,24 hours daily; for Tesla use only,,,,,,7,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,39.766066,-86.157433,5/9/2019,114228,2019-05-14 21:16:45 UTC,P,,,11/1/18,,,,,TESLA,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,Free,,,,,,,,,
T,ELEC,327 N. Illinois Garage - Tesla Destination,327 N Illinois St,,Indianapolis,IN,46204,Public,24 hours daily; for Tesla use only,,,,,,7,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,39.772336,-86.159198,5/9/2019,114229,2019-05-14 21:16:45 UTC,P,,,11/1/18,,,,,TESLA,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,Free,,,,,,,,,
T,ELEC,Eddie Merlot's Prime Aged Beef & Seafood - Tesla Destination,3645 E 96th St,,Indianapolis,IN,46240,Public,24 hours daily; for Tesla use only; for customer use only,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,39.926458,-86.104128,5/9/2019,114230,2019-05-14 21:16:45 UTC,P,,,11/1/18,,,,,TESLA,US,,,,Public,,public,,,RESTAURANT,,,,,,,Free,,,,,,,,,
